filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,rms_std,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,asr,oenv_mean,oenv_var,oenv_std,flatness_mean,flatness_var,flatness_std,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,label
audio_722.wav,23.765625,0.33754498,0.07761572,0.014332222,4.166846e-06,0.0020412854,1193.47628386687,86640.2636384216,1572.4450674461434,27898.956345912997,2433.977540376851,541903.6295899883,736.1410391969655,0.06448926964165545,0.0008901833938132588,-1.2654199e-06,0.00016215717,-8.0033e-06,1.1924043e-05,156.25,0.5141318977119784,0.93382305,0.4403776,0.6636095,0.004136291,1.1349159e-05,0.0033688513,-331.11313,120.856285,9.520804,26.40784,6.1379514,6.733223,-3.825138,2.1195714,-1.813203,1.519236,-1.0732132,3.4910865,-4.064352,-0.95160127,-4.772682,6.674045,1.723889,4.0767746,1.3740662,-0.8800637,
audio_896.wav,23.765625,0.21589701,0.086548,0.0027524095,2.6448784e-06,0.0016263082,1220.0274568969073,59762.660481352505,1551.9734877084584,66112.78223481857,2020.030703230148,735035.1911890833,857.341933646712,0.08735962735531629,0.0015168771813065143,9.574329e-09,9.440101e-06,4.3757186e-08,2.207022e-07,117.1875,0.6218034993270525,0.91370744,0.5719124,0.7562489,0.0023492642,8.300802e-06,0.002881111,-565.37994,122.626915,9.422823,-11.557012,9.90912,13.640368,5.8663406,3.7313292,1.1033517,14.405761,9.289078,1.3666819,-8.127253,-3.918581,-4.6362586,9.624078,0.86187804,-6.4963856,-6.8899546,6.3780456,
audio_343.wav,23.765625,0.33344367,0.078910656,0.024255916,2.2952634e-05,0.004790891,1910.2890818669605,150838.58199934635,1843.1299253886255,57599.80866803812,4027.3384925975774,720316.3567699182,848.7145319657949,0.13977855820995963,0.001665781271259245,1.4585848e-07,0.00040569514,-3.0314213e-06,6.509571e-05,85.22727272727273,0.5087483176312247,1.0368025,0.93242043,0.9656192,0.018190816,0.00032429796,0.018008275,-228.90065,81.67704,-1.3577707,31.265383,-4.9701066,-1.9672937,-18.540642,0.35992658,-12.255412,-12.664097,-6.7580504,0.88833284,-11.2001915,-1.5864253,-7.353874,1.6227801,-5.3666177,0.1420638,-4.4316635,-5.1055713,
audio_16.wav,23.765625,0.35463002,0.0944886,0.003604079,1.6163457e-06,0.0012713559,475.4298158870851,26700.515775854863,1152.2576876062856,43704.29271524871,456.6684892328398,319020.5055163666,564.8190024391589,0.019960385472745625,8.403086830768626e-05,7.228663e-08,1.1177392e-05,-1.0932401e-07,7.147914e-07,72.11538461538461,0.5841184387617766,0.83848083,0.45500714,0.6745422,0.00025110054,3.8874273e-07,0.00062349235,-660.9014,121.96617,73.98274,51.40683,27.437487,27.217888,13.257417,11.805,8.899919,10.356495,5.0274935,2.601189,-0.9691049,-5.2050138,-10.34255,-8.839179,-12.760353,-8.204387,-3.1841931,3.4792747,
audio_435.wav,23.765625,0.31232372,0.07417462,0.027924163,1.3576001e-05,0.0036845626,1415.905268028641,195328.914069916,1501.4032865358788,105725.69349467046,2697.583697846568,1170229.0392230102,1081.7712508765474,0.09538702367934052,0.0009322299971337382,2.4602775e-07,0.0005933279,-1.4806428e-06,5.002666e-05,125.0,0.522207267833109,0.8411201,0.042266503,0.20558819,0.016988322,0.0004351756,0.020860864,-232.37206,120.32209,-23.336763,4.7323694,-0.3613279,-5.8353434,-4.045368,-1.3379538,-5.846893,-7.9404817,-11.300382,-1.5178634,-11.433601,-4.8156834,-14.992265,-4.56151,-9.70743,-5.5565553,-10.594434,-5.501951,
audio_847.wav,23.765625,0.40565065,0.08136268,0.009557777,2.5853012e-06,0.0016078872,1673.3519104235213,24563.062865774762,2169.1992519780033,8653.495088462918,4526.066201211305,139134.35238998543,373.00717471649983,0.06044501282806191,0.00024772128855785487,1.7071616e-07,6.542444e-05,-2.4512653e-06,6.1829696e-06,104.16666666666667,0.5087483176312247,0.8541587,0.04922708,0.22187176,0.011732109,2.2635664e-05,0.0047576954,-368.65668,78.487206,33.037003,27.461973,16.648756,22.45209,4.635591,6.56359,6.5849543,12.586708,1.5266931,4.926747,-0.4947412,2.4972143,-2.0466099,5.856939,0.28629687,2.9823444,-5.523267,-1.9223558,
audio_392.wav,23.765625,0.47255751,0.06286337,0.037286337,3.7663644e-06,0.0019407123,1188.3898476011757,2574.844702990234,1610.2394839419378,2551.8315238877617,2343.1191117092867,32723.15330272709,180.895420900384,0.06743867240074024,3.9126085531817195e-05,-6.59631e-07,0.00065050577,1.0724794e-05,0.0002051048,125.0,0.4939434724091521,0.8104521,0.030299583,0.17406775,0.009505857,1.930382e-06,0.0013893819,-201.46796,130.31085,15.359146,10.987923,-0.630157,-1.2345971,-9.682398,1.7176778,-11.433382,-2.145683,-4.7418303,-1.1696982,-4.7308836,1.6907911,-7.030901,0.0544189,-8.419362,-3.4069667,-2.0883696,1.1921756,
audio_498.wav,23.765625,0.24711744,0.08565181,0.018500034,1.9377992e-05,0.004402044,798.8333047343608,43431.72962419505,890.4423898201285,46205.612953793214,1285.7713660834454,213492.85584816747,462.05287126926015,0.07221173662516824,0.0005161550292743758,-3.5403357e-07,0.0002854956,-4.041393e-07,2.1023498e-05,133.92857142857142,0.5370121130551817,1.123557,2.230061,1.493339,0.00028963518,3.7641433e-07,0.00061352615,-405.03516,180.6812,-12.613616,0.4348956,-14.298247,-15.264818,-13.03038,-5.7201066,-21.216238,-23.045902,-13.944284,-9.390787,-11.930809,-3.598724,-10.827238,-10.155794,-13.808457,-8.740758,-11.275554,-11.438809,
audio_449.wav,23.765625,0.33093217,0.07970797,0.03055093,1.0978864e-05,0.0033134369,1703.3044113210537,13053.972919224925,1462.787597396613,3142.9581011017117,3159.3623822341856,49366.19369173411,222.1850438074852,0.14013409004878868,0.00027566770476116615,3.718262e-07,0.000713502,8.705443e-09,5.384754e-05,117.1875,0.5275908479138627,0.92989755,0.05878997,0.24246643,0.0060637086,4.2878205e-06,0.0020707054,-216.81432,89.546394,-42.251854,32.717968,-22.613775,-20.02409,-27.441116,-11.979614,-14.073702,-14.294459,-9.903843,-0.40421817,-6.7905345,7.646191,0.6865895,-0.7573664,-5.1050124,11.029071,4.4651594,4.9467435,
audio_6.wav,23.765625,0.2730369,0.095591985,0.007636337,1.3377355e-05,0.0036575065,648.2185855077443,43847.43640495478,1121.9757171918334,83919.92725574103,1000.3259589502019,328461.94253419986,573.1159939612572,0.03233828230148048,8.452567683059355e-05,6.1709656e-08,6.018726e-05,9.885985e-07,2.764197e-06,110.29411764705883,0.5881561238223418,0.89386356,0.12690262,0.35623395,0.00037314545,3.30062e-07,0.0005745102,-519.86127,155.79376,28.002886,32.519543,22.956827,6.871022,-3.273161,-1.7703744,-9.761916,-2.433035,-8.996392,-5.179817,-4.2142577,-1.7386392,-9.109405,-3.3097024,-5.680041,-7.8716617,-11.716366,-3.7057471,
audio_963.wav,23.765625,0.19505288,0.08604606,0.0035706013,3.0684648e-06,0.0017517034,799.1145963712017,46988.971523984816,995.4475069356602,35255.981522620044,1127.9126009421266,265242.994743008,515.017470327957,0.0686334171012786,0.0006925430668991425,1.0580476e-07,1.335594e-05,1.1271226e-07,7.6450186e-07,125.0,0.5841184387617766,0.9670953,3.108963,1.7632252,0.00036445746,1.1445586e-06,0.0010698405,-603.3458,159.49829,10.20874,-3.134094,-7.7712255,-2.1874568,-5.54544,-7.359681,-21.460094,-21.654894,-13.313154,-3.544297,-4.538784,-3.7835774,-9.43186,-11.270755,-16.966097,-14.921631,-6.60659,1.686083,
audio_511.wav,23.765625,0.25464755,0.08688741,0.0033218944,1.598205e-06,0.0012642014,1760.609114916548,83456.40737441323,1642.8895640771882,16497.34506962947,3606.99865410498,217465.81842853854,466.33230472329336,0.12462080985026917,0.0014628660991781728,-1.1921942e-07,8.469124e-06,9.628344e-07,1.3802406e-06,144.23076923076923,0.5343203230148048,1.1533967,0.33701268,0.5805279,0.011023057,7.170325e-05,0.008467778,-452.158,85.62334,-18.899931,29.363123,-18.740334,11.541558,-7.9276237,-2.1434162,0.47093034,0.45061377,-1.7790219,1.5510544,0.4547608,7.0125246,4.4578204,9.246664,-2.2150536,-2.1470683,-7.9802938,-1.5900656,
audio_170.wav,23.765625,0.44988748,0.07429435,0.018366134,1.3888031e-05,0.003726665,1038.1408800300424,41940.40119095913,1556.690798376871,27670.273290401772,2297.0852960969046,414909.88332854625,644.1349884368542,0.04553830543405114,0.0001582912681054162,-3.4400827e-07,0.00018336103,-6.6319867e-06,4.378099e-05,125.0,0.5127860026917901,0.8085244,0.037014943,0.19239268,0.005740255,2.2324586e-05,0.00472489,-316.568,121.859566,20.890995,38.59932,9.25789,13.1839485,-1.5404693,5.7016683,-2.6764987,3.6193368,-0.88917494,6.7583447,-1.2258229,5.2821727,-2.8037803,1.4557652,-6.304489,-2.2885485,-7.4305367,-1.7408935,
audio_606.wav,23.765625,0.23994012,0.08882351,0.0022912545,5.0440207e-07,0.0007102127,1197.2272209524103,16408.06865026763,1440.0822403305128,31540.498810965724,2119.5743606998653,199086.62879711823,446.1912468853667,0.07923168320995962,0.00031104775666601034,-3.311506e-08,4.96282e-06,-1.7932265e-07,1.5380917e-07,110.29411764705883,0.5477792732166891,0.90661085,0.080821306,0.28429088,0.003945035,6.6492557e-06,0.002578615,-524.736,129.41591,-8.257779,1.382713,-1.1137049,-4.497192,-9.592895,-2.0909204,-0.38401645,-9.413118,-13.797052,-11.057541,-8.8593235,-5.2304115,-3.7834349,9.263053,1.1646235,-2.6773956,-9.420798,-5.6903048,
