filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,rms_std,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,asr,oenv_mean,oenv_var,oenv_std,flatness_mean,flatness_var,flatness_std,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,label
audio_621.wav,5.93275,0.2744239,0.08533722,0.0072605945,7.449956e-06,0.0027294606,581.5845840945944,7277.447175649471,624.0140628873887,6270.577063154648,951.318884408602,4176.333565590134,64.62455853303861,0.0554566742271505,0.0003539303890307,3.9228897e-07,5.062325e-05,1.5930012e-06,2.715954e-06,62.5,0.553763440860215,0.68721145,1.076743,1.0376623,7.131297e-05,7.72021e-09,8.7864726e-05,-540.8515,235.68951,-0.8843351,-20.889914,11.954949,-1.2999669,-2.335941,1.596634,-10.895414,-12.938361,-9.734062,-4.284842,-0.08166939,-1.8938863,-6.271654,-1.9995995,0.29282618,2.4744954,2.439883,-2.1193614,"Generated 512,256 Spotify Sleep Dataset"
audio_186.wav,5.93275,0.3087995,0.0901749,0.02249727,6.5382533e-06,0.0025570008,682.8571851824619,2249.9126896459275,910.3543120280466,2006.639566929208,1000.6720430107526,5853.673022170193,76.50930023317552,0.0548397597446236,8.159288024196652e-05,3.8093197e-06,0.00045284443,4.289724e-06,1.0945639e-05,156.25,0.4677419354838709,0.9302048,0.047943525,0.2189601,0.0003053884,1.8898152e-08,0.00013747055,-364.62064,186.253,11.389299,11.109413,-15.749257,8.703054,-0.1316914,-1.0796043,-0.6723489,2.1471975,-14.412678,8.945995,-2.6547754,0.8405276,-7.9780726,-9.086816,-13.495926,-6.748657,-1.8422995,9.836471,"Generated 512,256 Spotify Sleep Dataset"
audio_240.wav,5.93275,0.22805029,0.08389961,0.009136175,1.1264577e-05,0.0033562742,429.5881997231901,5824.786305566455,660.7442505779491,22917.405829674277,485.6350806451613,36788.82928346124,191.8041430299701,0.0367681031586021,2.7140160766912066e-05,3.7767452e-07,8.022872e-05,-6.003884e-07,3.821925e-06,89.28571428571429,0.4838709677419355,0.82214683,0.3943536,0.6279758,7.430944e-05,2.9008355e-08,0.0001703184,-578.8931,184.10396,28.791203,29.678646,14.382658,2.3707814,-9.6550665,-15.895151,-12.096976,-19.34303,-24.297672,-17.503132,-16.512005,-17.246172,-21.505854,-22.453,-15.508855,-5.0804877,1.7931075,4.8059897,"Generated 512,256 Spotify Sleep Dataset"
audio_995.wav,5.93275,0.33489975,0.08676112,0.009385509,3.1109385e-06,0.0017637853,1203.9469894999104,238091.76109056265,1700.6304782897964,148061.1619434309,2797.043010752688,2356557.510204847,1535.1083056920925,0.0570265246975806,0.0004910177089586,4.5946405e-07,5.5463937e-05,6.8295844e-06,1.3740247e-05,156.25,0.4569892473118279,1.8795171,6.896891,2.6261933,0.006674469,0.00011881267,0.010900122,-427.37946,102.091545,50.805172,49.96288,5.474229,4.419168,-2.6990292,8.127494,2.5174637,10.385635,-2.1766334,-7.390635,-18.234705,-3.0699692,-10.289817,0.20591703,1.711313,8.497486,-4.479021,-4.7620363,"Generated 512,256 Spotify Sleep Dataset"
audio_291.wav,5.93275,0.366795,0.08268199,0.020672977,6.510984e-06,0.002551663,1431.7548462801915,18220.059404281983,1438.0834514763562,4986.287667379975,2940.860215053764,58222.81093731935,241.2940341933869,0.1138167842741935,0.0003350707254929,-4.3265814e-07,0.0003518266,5.248815e-06,1.555729e-05,93.75,0.4946236559139785,0.9506735,0.0583144,0.24148375,0.00365851,1.8713213e-06,0.0013679625,-273.2949,116.71537,-32.38246,37.45956,-13.094546,21.481369,-9.1251745,16.998724,6.448144,1.2587136,-15.21913,5.205026,5.135541,-12.171785,-12.340945,-3.5339684,-0.09445117,-2.576558,-23.866411,-3.1467397,"Generated 512,256 Spotify Sleep Dataset"
audio_944.wav,5.93275,0.4250635,0.10056975,0.0023867127,4.9707382e-06,0.0022295152,786.2153015951652,196997.5080508298,1372.40736758589,168449.95518103594,1497.7738575268818,1816185.0460748037,1347.6590986131482,0.0289792296706989,0.0005956391941427,-1.1223346e-07,3.1336424e-06,-1.9542667e-06,4.4036565e-06,40.76086956521739,0.6505376344086021,1.4960358,10.338406,3.2153392,0.002736555,3.5599398e-05,0.005966523,-692.3957,112.77533,46.674217,43.751045,23.602476,17.734102,14.174109,10.228489,1.0591892,-2.545262,-4.0810733,-4.2694583,-1.8545942,3.97671,3.7764308,5.6872344,3.0639956,-3.5604398,-2.7206366,2.2466729,"Generated 512,256 Spotify Sleep Dataset"
audio_536.wav,5.93275,0.2519862,0.093324505,0.0037255762,5.4725906e-06,0.0023393568,950.6324105811962,194099.44091721368,1386.066090800574,159012.9494476422,1681.4096102150538,2142314.2832653387,1463.6646758275403,0.0568663894489247,0.0003513626341654,-5.4929547e-08,7.1955396e-06,5.303281e-07,1.0482768e-05,72.11538461538461,0.6129032258064516,1.5849007,6.4290404,2.5355554,0.00301126,6.500838e-05,0.008062777,-588.2354,135.53091,53.68202,6.7124286,-11.9983015,-6.8110347,-14.232099,-0.6519424,-4.1665645,2.5454552,-11.2141695,-10.000832,-16.543571,-8.816069,-5.29521,-1.737022,-4.3605404,-9.439166,-13.299277,-2.7521467,"Generated 512,256 Spotify Sleep Dataset"
audio_157.wav,5.93275,0.5167007,0.059090797,0.03248562,3.2081325e-06,0.0017911261,1561.4702006662033,3090.629926479796,1790.1207734391096,1780.531650505421,3389.9949596774195,31294.55905137606,176.90268243126238,0.0917942498319892,0.0001016265533606,2.8162972e-06,0.0005387429,9.41054e-06,0.00014146943,117.1875,0.4354838709677419,0.81725335,0.062145162,0.24928932,0.025889818,1.6073878e-05,0.004009224,-178.12723,105.739586,-0.968144,12.362525,-3.8998916,-0.0701565,-6.229201,-3.036885,-7.362622,-1.7076813,-5.244919,-2.5792842,-7.1785893,-4.661794,-10.262241,-5.262254,-8.964382,-3.9643433,-8.540469,-3.1838167,"Generated 512,256 Spotify Sleep Dataset"
audio_10.wav,5.93275,0.33968592,0.0803069,0.025866905,6.209332e-06,0.002491853,1097.8656815734266,20957.839856122548,1261.3708465347772,14293.18045271868,1835.811491935484,128305.39879350664,358.19742990913073,0.0845881636424731,0.0002817205093212,2.3305772e-07,0.00048333145,1.4568607e-06,4.7775462e-05,144.23076923076923,0.5053763440860215,0.8839902,0.13468093,0.366989,0.0029692277,2.0255204e-06,0.0014232078,-274.16696,140.68437,-12.9959545,0.58615196,-21.50816,-18.972912,-24.295654,-9.478875,-8.190127,-5.211678,-9.304775,-9.127674,-9.946661,-9.457318,-16.920443,-3.7822115,-1.6149001,3.6113133,-12.270337,-0.47979933,"Generated 512,256 Spotify Sleep Dataset"
audio_779.wav,5.93275,0.38493586,0.0686775,0.026103912,3.715513e-06,0.0019275666,1081.428955591198,3358.7246074139703,1274.9044492485727,5425.003985726485,2002.7721774193549,16622.7543804739,128.9292611491817,0.0925187962029569,0.0001083476748242,-4.1942517e-06,0.00048918294,-4.6397063e-06,4.07885e-05,117.1875,0.4731182795698925,0.9200436,0.05038952,0.2244761,0.0030585816,1.288466e-06,0.0011351062,-255.0546,150.65263,-23.662146,14.560649,11.713983,-8.150519,17.016214,-0.871998,-8.398356,-6.1083727,-7.3045797,5.6658883,-1.7073259,-7.5649166,-9.114114,4.150214,-2.9983919,0.5544496,-9.314364,-2.8952637,"Generated 512,256 Spotify Sleep Dataset"
