Wall time,Step,Value
1716469907.5464935,19,0.9001287221908569
1716469919.7162855,29,0.7451930642127991
1716469986.7025845,84,0.5263048410415649
1716470523.5038595,147,0.5129135847091675
1716470538.17274,159,0.530209481716156
1716470540.6706026,161,0.5135157108306885
1716470673.5451071,270,0.5152043104171753
1716470719.77239,308,0.5042179822921753
1716470750.1864386,333,0.5220637321472168
1716470767.2391365,347,0.5071154832839966
1716470847.6848469,413,0.5197921991348267
1716470862.425441,425,0.5237008333206177
1716470901.4992442,457,0.5130586624145508
1716470916.1830857,469,0.5155696272850037
1716471416.5224843,502,0.5078953504562378
1716471450.7848756,530,0.5055216550827026
1716471464.2213473,541,0.504861056804657
1716471539.0182855,602,0.5060092210769653
1716471547.582763,609,0.5083827376365662
1716471568.5976944,626,0.5064440965652466
1716471612.979383,662,0.5132669806480408
1716471745.6737201,770,0.5052264332771301
1716471852.7073255,857,0.5006980299949646
1716471902.1593168,897,0.5051929950714111
1716471926.9062989,917,0.5058583617210388
1716472000.8418012,977,0.5062114000320435
1716472005.8232384,981,0.5032554864883423
1716472018.364375,991,0.500815749168396
1716472525.7084525,1030,0.5026478171348572
1716472542.716677,1044,0.5067397356033325
1716472548.7911751,1049,0.5027502775192261
1716472577.9482408,1073,0.503158688545227
1716472607.1041565,1097,0.5041249990463257
1716472621.5706303,1109,0.5065790414810181
1716472651.9438343,1134,0.5029472708702087
1716472695.6787071,1170,0.5012676119804382
1716472747.800639,1213,0.5015748143196106
1716472795.174923,1252,0.50417160987854
1716472800.033523,1256,0.5012639760971069
1716472823.1149495,1275,0.5020935535430908
1716472909.2891665,1346,0.5097706317901611
1716472931.1637301,1364,0.5025289058685303
1716472957.8973343,1386,0.5061280131340027
1716473092.8593836,1496,0.5005003213882446
1716473129.2091002,1526,0.5008304119110107
1716473296.732652,1664,0.504116952419281
1716473312.5249753,1677,0.499954491853714
1716473322.2423723,1685,0.5005720257759094
1716473387.7266636,1739,0.5002186298370361
1716473426.5925033,1771,0.5040500164031982
1716473472.6353357,1809,0.5053613185882568
1716473515.1471817,1844,0.4997514486312866
1716473545.5134351,1869,0.5008554458618164
1716473568.590895,1888,0.5006542205810547
1716473617.066727,1928,0.4987231194972992
1716473668.2146878,1970,0.5011312961578369
1716473674.288133,1975,0.5028215646743774
1716473676.7182772,1977,0.5002692937850952
1716473679.1476667,1979,0.5005872845649719
1716473688.865296,1987,0.5006198883056641
1716473801.7495365,2080,0.5046851634979248
1716473859.9623394,2128,0.4984720051288605
1716473883.0472188,2147,0.501786470413208
1716473938.9423747,2193,0.5024497509002686
1716474077.2452679,2307,0.5004519820213318
1716474102.761318,2328,0.5013214945793152
1716474232.66483,2435,0.5024197697639465
1716474265.469596,2462,0.5009480714797974
1716474290.9854198,2483,0.5004962086677551
1716474299.4909403,2490,0.5012655258178711
1716474301.9213269,2492,0.5001847743988037
1716474799.2730377,2523,0.5041418075561523
1716474834.5078485,2552,0.5047056674957275
1716474836.9379961,2554,0.5007779598236084
1716474855.1626005,2569,0.5030560493469238
1716474879.5901248,2589,0.505627453327179
1716474914.7183664,2618,0.5017467141151428
1716474918.362835,2621,0.5037826299667358
1716474954.8126912,2651,0.50323885679245
1716474964.5339625,2659,0.5038402080535889
1716475008.2752864,2695,0.5028512477874756
1716475043.400411,2724,0.5029006004333496
1716475077.4219127,2752,0.5036018490791321
1716475145.3548386,2808,0.5056017637252808
1716475162.3652902,2822,0.5027647614479065
1716475172.085597,2830,0.501448392868042
1716475186.6652353,2842,0.503022313117981
1716475201.2464988,2854,0.5010477900505066
1716475260.6684337,2903,0.5019118785858154
1716475277.6801062,2917,0.5018221139907837
1716475316.5583155,2949,0.49958667159080505
1716475339.6486955,2968,0.5018905997276306
1716475435.524661,3047,0.5000790953636169
1716475493.8447752,3095,0.5104725360870361
1716475495.0596583,3096,0.5014182329177856
1716475570.290426,3158,0.5021457076072693
1716475624.8596876,3203,0.5009169578552246
1716475681.9650738,3250,0.507893443107605
1716475709.908599,3273,0.5030643343925476
1716475714.7686515,3277,0.5031219720840454
1716475800.921451,3348,0.5011069774627686
1716475817.9309075,3362,0.5038790702819824
1716475845.8756926,3385,0.5028179883956909
1716475877.3599567,3411,0.5005906820297241
1716475901.6609757,3431,0.5021548271179199
1716475921.1025703,3447,0.499539852142334
1716475923.5326202,3449,0.5032644867897034
1716475935.6843216,3459,0.5017502307891846
1716475946.618737,3468,0.5006709098815918
1716475957.5529478,3477,0.5018266439437866
1716476006.0513499,3517,0.5026451349258423
1716476021.848668,3530,0.5000155568122864
1716476062.0000136,3563,0.5013597011566162
1716476077.9141529,3576,0.502199113368988
1716476156.858536,3641,0.5049524307250977
1716476162.9417014,3646,0.501366913318634
1716476211.5749116,3686,0.5002318620681763
1716476251.6166515,3719,0.5012403726577759
1716476337.9527314,3790,0.5013892650604248
1716476384.0686505,3828,0.502111554145813
1716476452.147105,3884,0.5007224082946777
1716476543.2411573,3959,0.5006976127624512
1716476614.8731482,4018,0.500845730304718
1716476634.3278267,4034,0.5013872981071472
1716476637.9731958,4037,0.5017040967941284
1716476690.2569163,4080,0.5039733648300171
1716476699.9788504,4088,0.5023919343948364
1716476809.3487437,4178,0.5000784993171692
1716476832.4505897,4197,0.5005207061767578
1716476857.883071,4218,0.5001220703125
1716476861.5293689,4221,0.5025458335876465
1716476883.4278953,4239,0.5098685026168823
1716476896.7972887,4250,0.5023788213729858
1716476959.9226074,4302,0.5046688318252563
1716476980.6017203,4319,0.5018186569213867
1716476991.559594,4328,0.5004717111587524
1716477043.8630478,4371,0.4998006820678711
1716477048.7310116,4375,0.5019662976264954
1716477081.4577157,4402,0.5018459558486938
1716477091.1801615,4410,0.5042163133621216
1716477184.8181865,4487,0.5028824210166931
1716477190.9035983,4492,0.5038965344429016
1716477211.477071,4509,0.5033883452415466
1716477216.3543406,4513,0.5036211609840393
1716477245.5417352,4537,0.5017162561416626
1716477258.9107354,4548,0.5031267404556274
1716477271.1982417,4558,0.502408504486084
1716477291.8627641,4575,0.50254225730896
1716477345.2521167,4619,0.5027095079421997
1716477354.9745018,4627,0.4989861249923706
1716477362.2738044,4633,0.5013649463653564
1716477384.1668403,4651,0.5005066394805908
1716477389.0281131,4655,0.4995884299278259
1716477408.476078,4671,0.5007569789886475
1716477487.4006577,4736,0.5037391781806946
1716477526.3188765,4768,0.5032913684844971
1716477573.6360703,4807,0.5021051168441772
1716477642.9341917,4864,0.4997449517250061
1716477672.110234,4888,0.5021809339523315
1716477751.0378156,4953,0.5005004405975342
1716478294.7520916,5022,0.5062318444252014
1716478300.8339324,5027,0.500564694404602
1716478336.1219819,5056,0.5039857625961304
1716478368.9450586,5083,0.5027179718017578
1716478402.8986592,5111,0.5006576776504517
1716478462.4634652,5160,0.5021983981132507
1716478468.5429275,5165,0.49953749775886536
1716478526.8007832,5213,0.5020634531974792
1716478666.5308707,5328,0.5028941631317139
1716478711.5179784,5365,0.5020012855529785
1716478818.4098976,5453,0.5001510381698608
1716479023.6409554,5622,0.5004475712776184
1716479071.0597708,5661,0.5001689195632935
1716479074.7060857,5664,0.5012744665145874
1716479100.2321167,5685,0.5021631717681885
1716479125.6498091,5706,0.5012131929397583
1716479131.7259839,5711,0.5089529752731323
1716479132.941568,5712,0.5016084313392639
1716479149.9552119,5726,0.5015467405319214
1716479209.5187457,5775,0.5015594363212585
1716479298.1640286,5848,0.5020376443862915
1716479322.4698765,5868,0.5012199282646179
1716479412.260965,5942,0.5014663934707642
1716479493.5581434,6009,0.5026746988296509
1716479508.1393435,6021,0.500993013381958
1716479574.9793594,6076,0.5010122060775757
1716479584.7032213,6084,0.5009615421295166
1716479590.779708,6089,0.5021209120750427
1716479593.2109523,6091,0.5007727146148682
1716479619.8473747,6113,0.49954572319984436
1716479625.9244728,6118,0.5064834356307983
1716479646.5909963,6135,0.5092926025390625
1716479662.3936498,6148,0.5028928518295288
1716479759.6507704,6228,0.5030014514923096
1716479819.2115161,6277,0.501880943775177
1716479826.5033894,6283,0.5004072189331055
1716480059.6595104,6475,0.49969765543937683
1716480081.5344553,6493,0.502272367477417
1716480087.6114018,6498,0.5003487467765808
1716480130.041227,6533,0.5023320913314819
1716480133.686584,6536,0.5016210079193115
1716480201.7430265,6592,0.5020967721939087
1716480218.6528392,6606,0.5037962198257446
1716480287.9299798,6663,0.5021777749061584
1716480295.222159,6669,0.5128057599067688
1716480388.688365,6746,0.5033901333808899
1716480423.9332902,6775,0.5015038251876831
1716480576.8508298,6901,0.5032371282577515
1716480596.2976944,6917,0.5007939338684082
1716480603.5900614,6923,0.5016704797744751
1716480615.7464821,6933,0.5008530020713806
1716480621.8230815,6938,0.5010781288146973
1716480624.2545762,6940,0.5046537518501282
1716480641.2698426,6954,0.5015528202056885
1716480660.716643,6970,0.49988582730293274
1716480664.3617148,6973,0.5019230842590332
1716480680.1611145,6986,0.5045039057731628
1716480722.5929992,7021,0.5012437701225281
1716480759.056118,7051,0.5007972121238708
1716480839.169867,7117,0.5031640529632568
1716480867.1158366,7140,0.49951159954071045
1716481010.4296253,7258,0.4996340870857239
1716481028.6627805,7273,0.5023139715194702
1716481046.8966284,7288,0.50132155418396
1716481054.1869893,7294,0.5011581182479858
1716481062.5858412,7301,0.5003734827041626
1716481136.7334838,7362,0.5084352493286133
1716481184.0181253,7401,0.5019128918647766
1716481292.189127,7490,0.5007085800170898
1716481339.4814353,7529,0.5021651983261108
1716481493.727663,7656,0.5004458427429199
1716481504.6670856,7665,0.5006310939788818
1716481536.2693303,7691,0.501062273979187
1716481561.6866243,7712,0.5013062953948975
1716481570.193629,7719,0.5029947757720947
1716481599.3623214,7743,0.5051286816596985
1716481634.6144643,7772,0.5001461505889893
1716481669.7539394,7801,0.5041375160217285
1716481709.8717072,7834,0.499802827835083
1716481728.103845,7849,0.5048892498016357
1716481743.907815,7862,0.5017744898796082
1716481775.51015,7888,0.5045134425163269
1716481860.491104,7958,0.5020651817321777
1716481864.1374435,7961,0.5026504993438721
1716481867.7833364,7964,0.5015019178390503
1716481921.1579115,8008,0.5035514831542969
1716481922.3736515,8009,0.5024935603141785
1716482000.1674833,8073,0.5026495456695557
1716482042.6021142,8108,0.5028069019317627
1716482051.1133473,8115,0.500966489315033
1716482059.6214004,8122,0.501228392124176
1716482105.8111546,8160,0.503608226776123
1716482292.7813609,8314,0.5016273260116577
1716482323.1688256,8339,0.5005607008934021
1716482326.814407,8342,0.5016814470291138
1716482377.8640172,8384,0.5035126805305481
1716482379.0793984,8385,0.5007516145706177
1716482434.8831553,8431,0.5027167797088623
1716482466.48507,8457,0.5010864734649658
1716482551.4600143,8527,0.49926549196243286
1716482574.5547972,8546,0.5021920204162598
1716482575.770206,8547,0.5006266832351685
1716482663.1729538,8619,0.5022283792495728
1716482692.3434792,8643,0.4999600648880005
1716482763.949203,8702,0.5015683770179749
1716482796.7660277,8729,0.4997634291648865
1716482814.9982502,8744,0.5029358267784119
1716482882.95213,8800,0.5026249885559082
1716482959.5247068,8863,0.5014282464981079
1716483005.5984888,8901,0.49974924325942993
1716483012.8901837,8907,0.5012920498847961
1716483018.9671302,8912,0.5016694068908691
1716483110.1286075,8987,0.5007660388946533
1716483172.0082715,9038,0.5011393427848816
1716483214.5478392,9073,0.5025942325592041
1716483224.2729511,9081,0.5018560290336609
1716483227.918348,9084,0.5019698143005371
1716483275.2139323,9123,0.49994128942489624
1716483298.307115,9142,0.5098638534545898
1716483303.1722887,9146,0.5065677762031555
1716483334.7742786,9172,0.5019063949584961
1716483397.8681524,9224,0.5016320943832397
1716483406.3757114,9231,0.5028231143951416
1716483424.607755,9246,0.5004945397377014
1716483463.503197,9278,0.504641056060791
1716483508.3679109,9315,0.5006462335586548
1716483558.1997516,9356,0.5018224120140076
1716483564.2760613,9361,0.4992196261882782
1716483589.7986636,9382,0.5037904381752014
1716483617.6440606,9405,0.5030636787414551
1716483620.075303,9407,0.5013011693954468
1716483622.5068533,9409,0.5027087926864624
1716483744.4382145,9509,0.49968042969703674
1716483844.1097016,9591,0.5005388855934143
1716483949.7636118,9678,0.5019882321357727
1716483978.831143,9702,0.501322329044342
1716484022.5934713,9738,0.5018018484115601
1716484038.3946958,9751,0.5011284351348877
1716484054.194669,9764,0.5032650232315063
1716484059.0578308,9768,0.5006283521652222
1716484106.3595467,9807,0.501360297203064
1716484122.1628087,9820,0.5000351667404175
1716484173.2169743,9862,0.5059128999710083
1716484181.725063,9869,0.503567636013031
1716484284.9435055,9954,0.5074241161346436
1716484904.101704,10085,0.5012580156326294
1716484955.099738,10127,0.5005833506584167
1716485018.3067605,10179,0.5019856691360474
1716485025.599678,10185,0.5011882185935974
1716485105.717365,10251,0.5013617277145386
1716485110.5802617,10255,0.5039082765579224
1716485238.087044,10360,0.49949824810028076
1716485296.3079906,10408,0.4994513988494873
1716485369.2390862,10468,0.5030241012573242
1716485383.8260427,10480,0.500580906867981
1716485470.0029635,10551,0.5006232857704163
1716485586.568986,10647,0.5013248324394226
1716485598.7283657,10657,0.5002972483634949
1716485614.5299194,10670,0.5128729939460754
1716485650.88417,10700,0.5008341073989868
1716485666.6898208,10713,0.5013930201530457
1716485802.7250266,10825,0.5016055703163147
1716485930.242614,10930,0.500853419303894
1716485939.9653118,10938,0.5009557008743286
1716485961.847055,10956,0.501023530960083
1716485974.0008388,10966,0.5008623003959656
1716486054.1234372,11032,0.5024851560592651
1716486056.5535257,11034,0.4996648132801056
1716486151.2594059,11112,0.5018669962882996
1716486158.5515037,11118,0.5032708644866943
1716486165.8440475,11124,0.5020755529403687
1716486168.2762733,11126,0.5018690228462219
1716486204.7431147,11156,0.5025744438171387
1716486293.3568506,11229,0.5012205243110657
1716486294.5723655,11230,0.5016616582870483
1716486381.9845064,11302,0.5002086162567139
1716486446.4087558,11355,0.5025304555892944
1716486447.6243858,11356,0.5015174150466919
1716486451.2709932,11359,0.5018045902252197
1716486453.7025466,11361,0.49976295232772827
1716486500.9920895,11400,0.5014845132827759
1716486530.165708,11424,0.5012598037719727
1716486573.9223003,11460,0.5003243684768677
1716486630.9381428,11507,0.5002301931381226
1716486730.6061802,11589,0.5019709467887878
1716486753.5933301,11608,0.5035945177078247
1716486881.1053038,11713,0.5068578124046326
1716486885.9660673,11717,0.5015922784805298
1716486926.0803628,11750,0.500328779220581
1716486939.451332,11761,0.5027068257331848
1716486950.3889837,11770,0.5012078285217285
1716487046.3068993,11849,0.5032155513763428
1716487065.7568152,11865,0.500662088394165
1716487120.3436708,11910,0.5011798143386841
1716487167.7444685,11949,0.501678466796875
1716487175.0449386,11955,0.5043288469314575
1716487266.0998287,12030,0.5015209913253784
1716487286.7594347,12047,0.4998183846473694
1716487385.10519,12128,0.5015966296195984
1716487394.8281233,12136,0.502399742603302
1716487414.2760677,12152,0.5035130977630615
1716487462.8887389,12192,0.5005433559417725
1716487479.798122,12206,0.5024000406265259
1716487530.858414,12248,0.5009500980377197
1716487631.6441529,12331,0.5016223192214966
1716487671.7553413,12364,0.5008914470672607
1716487744.5865812,12424,0.502457320690155
1716487765.2430964,12441,0.5008167624473572
1716487870.8799865,12528,0.5013827085494995
1716487878.171061,12534,0.5039001703262329
1716487915.851868,12565,0.5005134344100952
1716487937.7302718,12583,0.5008230209350586
1716488039.7283747,12667,0.5006649494171143
1716488050.6686702,12676,0.502824068069458
1716488053.100208,12678,0.5013278722763062
1716488187.9296284,12789,0.5011630654335022
1716488268.0458686,12855,0.5004191398620605
1716488278.987914,12864,0.5012931823730469
1716488329.9335568,12906,0.5059682130813599
1716488345.7333624,12919,0.4995282292366028
1716488359.1046898,12930,0.5002853274345398
1716488380.984367,12948,0.5015420317649841
1716488453.8123124,13008,0.5025354027748108
1716488540.1266215,13079,0.5043671131134033
1716488602.01369,13130,0.5005100965499878
1716488636.0407262,13158,0.5035412907600403
1716488768.5580657,13267,0.4997224807739258
1716488785.5781724,13281,0.499782532453537
1716488940.9516943,13409,0.5006123185157776
1716489073.343048,13518,0.5021234154701233
1716489146.2884037,13578,0.5003244876861572
1716489300.4497337,13705,0.501375675201416
1716489322.3328314,13723,0.5030354857444763
1716489344.2145367,13741,0.5011978149414062
1716489398.920644,13786,0.5016753673553467
1716489419.466787,13803,0.5009608268737793
1716489457.1463873,13834,0.5067833662033081
1716489469.303847,13844,0.5015329718589783
1716489496.0454807,13866,0.5004254579544067
1716489498.4755163,13868,0.49986839294433594
1716489559.1396682,13918,0.5010835528373718
1716489600.4725192,13952,0.500742495059967
1716489604.1191747,13955,0.4999028444290161
1716489627.215008,13974,0.5010263323783875
1716489670.8680413,14010,0.502307653427124
1716489703.6913629,14037,0.5063619613647461
1716489717.06337,14048,0.5016580820083618
1716489730.4402955,14059,0.5013507604598999
1716489737.7372308,14065,0.5018604397773743
1716489755.9748144,14080,0.5029782056808472
1716489765.7012887,14088,0.50284743309021
1716489814.2222936,14128,0.5063433647155762
